Employee_ID,Department,Job_Role,Age,Gender,Date_of_Joining,Tenure_Years,Salary,Performance_Rating,Training_Hours,Engagement_Score,Satisfaction_Score,Training_Need,Turnover,Hire_Time_Days
6276,Operations,Operations Manager,46,Female,2016-02-17,8,101624,1,27,76,56,No,No,34
6277,IT,Data Scientist,57,Female,2021-11-30,2,63990,4,36,79,84,No,No,41
6278,Operations,Operations Manager,41,Male,2018-03-04,6,104224,3,14,78,67,No,No,20
6279,Operations,Operations Manager,52,Female,2017-10-22,7,65946,1,37,87,82,Yes,No,20
6280,HR,HR Generalist,58,Female,2018-05-16,6,44720,5,11,70,86,No,No,55
6281,HR,HR Generalist,57,Female,2019-06-26,5,86971,4,31,79,50,No,No,41
6282,Sales,Sales Executive,56,Male,2021-02-20,3,48380,4,25,76,68,Yes,No,51
6283,HR,HR Generalist,22,Male,2023-09-27,1,66285,4,16,62,92,No,No,49
6284,Finance,Financial Analyst,27,Female,2022-05-07,2,78140,5,29,95,69,No,Yes,34
6285,HR,HR Generalist,29,Female,2022-04-28,2,63036,5,45,60,98,No,No,23
6286,Finance,Financial Analyst,36,Female,2021-10-18,3,110112,1,26,90,55,Yes,No,17
6287,Operations,Operations Manager,40,Female,2018-05-26,6,76723,4,27,77,70,No,No,50
6288,Finance,Financial Analyst,22,Male,2024-01-15,0,76000,3,28,84,53,No,No,57
6289,IT,Software Engineer,26,Male,2022-05-20,2,73328,1,7,91,79,No,No,20
6290,HR,HR Generalist,46,Male,2020-08-21,4,62379,5,35,100,50,No,No,31
6291,Operations,Operations Manager,59,Female,2016-06-05,8,44960,3,16,94,85,No,No,28
6292,IT,Data Scientist,35,Female,2018-07-05,6,110430,1,27,92,60,Yes,No,33
6293,IT,Data Scientist,53,Female,2022-12-11,1,84142,5,17,96,64,Yes,No,49
6294,Sales,Sales Executive,53,Male,2020-02-03,4,67735,1,12,62,97,Yes,No,24
6295,Marketing,Marketing Analyst,23,Male,2024-10-25,0,62815,1,41,89,77,No,No,60
6296,Sales,Sales Executive,55,Female,2016-08-11,8,67287,4,32,92,64,Yes,No,30
6297,Sales,Sales Executive,28,Female,2015-03-13,9,53609,5,38,99,57,Yes,Yes,19
6298,Operations,Operations Manager,47,Male,2015-05-11,9,89494,1,23,87,59,Yes,No,21
6299,Sales,Sales Executive,55,Male,2016-01-13,8,65493,4,6,90,88,Yes,No,53
6300,Sales,Sales Representative,38,Female,2018-10-19,6,87350,1,30,89,99,No,No,30
6301,Marketing,Marketing Analyst,46,Male,2024-03-30,0,79272,1,47,76,86,No,No,35
6302,Marketing,Marketing Analyst,25,Male,2022-01-04,2,76802,3,10,68,93,No,No,50
6303,Marketing,Marketing Analyst,23,Male,2020-04-10,4,98177,3,35,66,65,No,No,39
6304,Operations,Operations Manager,24,Male,2023-05-15,1,56267,3,25,70,85,Yes,No,36
6305,Operations,Operations Manager,60,Female,2016-06-08,8,101056,1,42,84,84,Yes,Yes,51
6306,Marketing,Digital Marketer,27,Male,2016-05-14,8,70941,4,39,66,59,No,Yes,57
6307,IT,Software Engineer,44,Female,2023-01-12,1,89914,2,32,82,72,Yes,No,57
6308,HR,HR Generalist,48,Male,2019-11-06,4,70848,4,19,90,67,No,No,58
6309,HR,Recruitment Manager,39,Male,2023-04-01,1,44781,3,29,98,96,Yes,Yes,43
6310,IT,Software Engineer,39,Male,2022-10-05,2,119634,4,45,75,72,Yes,No,33
6311,Finance,Financial Analyst,24,Female,2015-11-01,8,98364,2,27,71,95,No,No,59
6312,Operations,Operations Manager,38,Female,2020-02-01,4,59774,1,28,64,75,Yes,No,56
6313,HR,Recruitment Manager,45,Male,2024-01-17,0,111868,5,41,71,90,Yes,No,20
6314,Finance,Financial Analyst,52,Female,2024-03-05,0,49516,3,50,73,53,Yes,Yes,19
6315,Sales,Sales Representative,35,Female,2022-11-13,1,115946,1,10,71,57,Yes,Yes,59
6316,HR,HR Generalist,53,Female,2021-02-17,3,65930,3,42,97,77,No,No,38
6317,Sales,Sales Executive,38,Female,2022-11-19,1,108831,5,15,67,92,Yes,No,23
6318,Marketing,Marketing Analyst,43,Female,2016-12-25,7,70032,5,9,64,74,No,No,27
6319,Finance,Financial Analyst,30,Male,2024-01-01,0,86313,5,44,79,70,No,No,44
6320,Operations,Operations Manager,38,Male,2018-09-03,6,80177,1,25,79,52,Yes,No,17
6321,HR,HR Generalist,46,Female,2015-08-30,9,79252,3,15,76,50,No,Yes,52
6322,Marketing,Marketing Analyst,44,Female,2022-06-19,2,76823,1,45,77,69,Yes,No,54
6323,Finance,Financial Analyst,32,Female,2024-06-17,0,95316,2,43,71,58,No,No,20
6324,IT,Software Engineer,34,Male,2018-11-28,5,97939,5,20,83,53,No,No,35
6325,Marketing,Digital Marketer,48,Female,2019-01-27,5,71697,4,20,77,82,Yes,Yes,58
6326,Operations,Operations Manager,59,Male,2018-09-04,6,82893,1,8,73,84,Yes,Yes,48
6327,IT,Data Scientist,46,Male,2015-05-30,9,51530,3,31,62,91,Yes,Yes,39
6328,Marketing,Digital Marketer,57,Male,2019-08-23,5,73554,4,8,85,84,No,Yes,50
6329,HR,HR Generalist,42,Female,2016-09-07,8,94553,3,38,85,56,No,No,58
6330,Marketing,Marketing Analyst,41,Male,2021-05-22,3,117522,3,42,98,65,Yes,Yes,56
6331,HR,Recruitment Manager,41,Male,2020-07-20,4,70072,3,30,80,52,No,No,18
6332,Finance,Financial Analyst,38,Male,2021-11-25,2,53584,1,25,72,51,Yes,No,55
6333,Marketing,Digital Marketer,50,Female,2020-09-12,4,108337,3,8,63,97,Yes,Yes,29
6334,Operations,Operations Manager,54,Male,2017-03-30,7,76904,2,36,97,87,No,No,22
6335,Operations,Operations Manager,47,Female,2021-05-07,3,73343,5,38,74,76,Yes,No,18
6336,Finance,Financial Analyst,53,Female,2022-08-05,2,87520,4,9,70,51,Yes,Yes,49
6337,Marketing,Digital Marketer,56,Female,2017-01-04,7,109422,3,14,91,79,Yes,Yes,54
6338,Marketing,Marketing Analyst,36,Male,2021-11-16,2,92677,2,29,70,54,Yes,No,41
6339,IT,Data Scientist,22,Male,2017-07-05,7,70719,2,7,63,68,No,Yes,49
6340,Finance,Financial Analyst,26,Male,2018-10-01,6,68095,2,32,94,81,No,No,28
6341,Operations,Operations Manager,51,Male,2015-06-20,9,63807,5,13,81,54,Yes,No,40
6342,Marketing,Digital Marketer,45,Male,2021-03-05,3,70062,3,47,64,72,No,No,33
6343,IT,Data Scientist,46,Female,2022-09-01,2,105469,2,37,61,63,No,No,37
6344,Operations,Operations Manager,54,Female,2022-07-17,2,90367,5,19,70,100,No,No,19
6345,Marketing,Digital Marketer,45,Female,2016-10-02,8,56098,2,13,88,100,No,No,26
6346,IT,Data Scientist,34,Female,2020-06-03,4,75154,5,30,63,69,Yes,No,22
6347,Sales,Sales Representative,52,Male,2019-03-27,5,76804,5,17,64,64,Yes,No,21
6348,Marketing,Digital Marketer,56,Female,2017-01-11,7,110601,3,8,98,91,No,No,19
6349,Sales,Sales Representative,40,Female,2019-11-17,4,69642,4,40,63,81,No,No,20
6350,Finance,Financial Analyst,23,Female,2015-06-08,9,115805,2,50,65,98,Yes,No,21
6351,Marketing,Marketing Analyst,31,Male,2018-02-22,6,78928,4,41,76,80,No,Yes,21
6352,Finance,Financial Analyst,41,Male,2023-09-25,1,41681,5,31,75,93,Yes,No,31
6353,Finance,Financial Analyst,27,Male,2019-10-17,5,99698,3,28,86,58,No,No,24
6354,IT,Data Scientist,27,Male,2019-04-08,5,85667,4,46,64,58,Yes,No,53
6355,Sales,Sales Executive,43,Female,2018-11-12,5,86970,1,37,99,84,Yes,No,34
6356,IT,Data Scientist,37,Male,2016-03-13,8,98048,2,40,76,65,No,Yes,58
6357,IT,Data Scientist,28,Female,2022-08-16,2,77025,4,5,81,73,No,No,27
6358,Finance,Financial Analyst,45,Male,2016-09-30,8,114313,1,37,68,96,Yes,Yes,35
6359,Marketing,Digital Marketer,38,Male,2023-11-12,0,50840,3,14,94,78,Yes,No,16
6360,Sales,Sales Executive,23,Male,2023-02-08,1,104343,4,50,89,67,No,Yes,39
6361,Sales,Sales Executive,34,Male,2020-04-12,4,110688,5,11,72,79,Yes,No,22
6362,HR,HR Generalist,50,Female,2017-11-19,6,41086,3,22,89,90,Yes,Yes,22
6363,Marketing,Marketing Analyst,36,Female,2020-01-09,4,83839,4,29,81,53,No,Yes,56
6364,Finance,Financial Analyst,37,Male,2023-05-20,1,41823,3,43,65,88,No,No,30
6365,Marketing,Marketing Analyst,53,Male,2016-08-04,8,117062,2,29,86,71,Yes,Yes,57
6366,Marketing,Digital Marketer,26,Female,2014-11-16,9,50919,3,18,90,60,No,Yes,16
6367,Sales,Sales Representative,36,Female,2018-04-13,6,75544,4,42,62,61,No,No,36
6368,IT,Data Scientist,57,Female,2018-07-30,6,112795,2,7,67,78,Yes,Yes,49
6369,Operations,Operations Manager,45,Male,2020-12-29,3,112920,4,15,92,68,Yes,No,19
6370,Operations,Operations Manager,48,Male,2023-12-22,0,48491,2,11,93,81,No,No,39
6371,HR,Recruitment Manager,53,Male,2017-11-13,6,47441,1,39,95,64,No,No,51
6372,Marketing,Marketing Analyst,31,Female,2021-03-01,3,89638,4,14,84,99,Yes,No,35
6373,HR,Recruitment Manager,25,Male,2020-06-24,4,97692,4,41,75,91,Yes,No,47
6374,Operations,Operations Manager,42,Male,2018-10-03,6,96549,1,49,84,65,Yes,No,30
6375,IT,Data Scientist,25,Male,2020-02-04,4,95184,3,18,69,94,No,No,48
6376,Marketing,Digital Marketer,54,Male,2018-02-13,6,94420,2,25,70,57,Yes,No,39
6377,Operations,Operations Manager,34,Male,2023-07-25,1,112103,2,21,63,80,Yes,No,48
6378,HR,HR Generalist,52,Female,2015-10-01,9,87316,3,6,62,54,Yes,No,57
6379,Sales,Sales Executive,35,Male,2021-04-04,3,106555,4,24,62,86,Yes,No,35
6380,IT,Software Engineer,28,Male,2019-03-09,5,110232,2,12,92,58,No,No,17
6381,Sales,Sales Executive,45,Male,2019-09-29,5,98793,4,50,71,96,No,No,23
6382,Operations,Operations Manager,41,Female,2021-05-30,3,79237,5,26,85,60,Yes,No,47
6383,HR,HR Generalist,28,Male,2019-05-27,5,85626,3,11,60,67,Yes,No,50
6384,Marketing,Digital Marketer,39,Male,2016-04-02,8,96094,4,20,60,59,Yes,No,33
6385,Operations,Operations Manager,24,Female,2015-10-20,9,115376,5,6,82,87,Yes,Yes,39
6386,Operations,Operations Manager,41,Female,2014-10-29,10,64672,3,32,96,65,No,No,32
6387,Finance,Financial Analyst,42,Female,2024-10-13,0,90030,2,24,85,53,No,No,58
6388,Finance,Financial Analyst,25,Male,2017-01-27,7,109086,5,19,67,82,Yes,No,51
6389,HR,HR Generalist,28,Female,2018-09-11,6,61608,2,40,86,67,Yes,No,45
6390,Sales,Sales Executive,57,Male,2024-05-09,0,110323,5,49,69,66,No,No,36
6391,Sales,Sales Executive,48,Female,2014-10-31,9,96937,4,36,75,88,No,No,16
6392,Sales,Sales Executive,27,Female,2023-12-30,0,99371,4,28,90,77,No,No,21
6393,Operations,Operations Manager,59,Male,2016-12-27,7,101523,4,12,73,54,Yes,No,59
6394,Operations,Operations Manager,26,Female,2019-09-21,5,40361,1,13,65,55,Yes,No,18
6395,Finance,Financial Analyst,33,Male,2017-10-02,7,114599,4,36,66,86,No,No,19
6396,Marketing,Marketing Analyst,59,Female,2017-07-20,7,75562,2,42,78,82,No,No,51
6397,Sales,Sales Representative,46,Male,2024-10-03,0,53568,4,34,72,91,No,No,22
6398,Sales,Sales Executive,23,Female,2023-02-04,1,95151,1,49,75,69,No,Yes,43
6399,Sales,Sales Executive,37,Female,2015-06-17,9,68224,2,41,67,64,No,No,58
6400,HR,HR Generalist,33,Female,2023-04-10,1,85125,4,35,100,98,Yes,No,42
6401,Sales,Sales Executive,28,Female,2020-02-11,4,116778,5,28,78,52,Yes,No,25
6402,Marketing,Digital Marketer,37,Female,2024-04-03,0,68236,2,37,98,70,No,Yes,27
6403,Sales,Sales Representative,26,Female,2018-11-17,5,70036,3,23,69,64,Yes,No,18
6404,Finance,Financial Analyst,50,Male,2020-11-25,3,107432,5,50,89,89,No,Yes,23
6405,IT,Data Scientist,44,Male,2016-11-09,7,65109,1,14,61,52,No,No,27
6406,Sales,Sales Executive,29,Male,2018-05-24,6,48220,1,27,100,57,No,Yes,16
6407,Finance,Financial Analyst,43,Male,2018-07-28,6,112898,5,13,67,89,Yes,No,43
6408,IT,Software Engineer,60,Female,2017-06-06,7,101534,5,42,64,98,Yes,Yes,56
6409,Finance,Financial Analyst,36,Male,2017-06-15,7,51176,4,28,76,65,Yes,No,38
6410,IT,Data Scientist,28,Male,2019-07-30,5,67989,1,19,68,56,Yes,No,51
6411,Marketing,Digital Marketer,24,Male,2023-08-06,1,87917,2,49,65,65,No,No,49
6412,IT,Data Scientist,41,Female,2022-12-08,1,103139,2,24,77,60,Yes,No,34
6413,Marketing,Digital Marketer,29,Male,2020-01-10,4,109297,1,10,94,61,Yes,No,53
6414,Operations,Operations Manager,45,Female,2022-06-03,2,72691,1,39,65,91,No,No,55
6415,Marketing,Marketing Analyst,28,Female,2019-11-03,4,106247,2,37,75,96,No,No,33
6416,Marketing,Digital Marketer,33,Female,2018-02-05,6,76508,3,10,72,96,No,No,21
6417,Sales,Sales Executive,41,Male,2020-08-28,4,48029,5,30,67,91,Yes,No,58
6418,Sales,Sales Representative,23,Female,2018-05-01,6,52424,4,25,100,59,Yes,No,24
6419,IT,Software Engineer,33,Female,2017-02-11,7,66034,2,17,100,70,No,No,29
6420,Sales,Sales Executive,54,Male,2022-09-04,2,109625,5,35,69,56,No,Yes,41
6421,Operations,Operations Manager,32,Female,2022-12-15,1,46131,4,41,82,83,No,Yes,22
6422,Finance,Financial Analyst,48,Male,2017-08-07,7,70814,5,36,89,54,Yes,No,43
6423,IT,Software Engineer,49,Male,2023-07-13,1,56575,1,44,94,80,Yes,Yes,17
6424,Sales,Sales Representative,47,Male,2018-08-09,6,91747,2,41,96,54,Yes,No,33
6425,Finance,Financial Analyst,56,Female,2022-02-21,2,54197,4,29,63,60,Yes,No,25
6426,HR,Recruitment Manager,35,Female,2021-06-10,3,43696,5,47,67,93,Yes,No,26
6427,HR,Recruitment Manager,49,Male,2019-07-15,5,47292,2,17,75,85,No,Yes,54
6428,Finance,Financial Analyst,30,Male,2018-07-12,6,49611,1,33,85,54,Yes,No,30
6429,IT,Data Scientist,31,Male,2020-09-28,4,69309,1,11,72,100,No,No,34
6430,HR,HR Generalist,22,Male,2020-01-16,4,81904,5,41,64,92,Yes,No,56
6431,Finance,Financial Analyst,60,Male,2022-09-07,2,50121,5,15,93,52,No,No,27
6432,Marketing,Digital Marketer,32,Female,2017-01-26,7,91656,1,48,94,66,No,No,51
6433,Finance,Financial Analyst,54,Female,2022-03-06,2,60607,4,48,80,57,No,No,36
6434,Sales,Sales Representative,29,Male,2021-03-25,3,91686,2,9,96,86,Yes,No,44
6435,Sales,Sales Representative,37,Female,2022-06-16,2,106549,2,9,97,62,Yes,No,25
6436,Marketing,Digital Marketer,48,Male,2021-10-10,3,100554,5,14,77,80,Yes,No,52
6437,Finance,Financial Analyst,44,Female,2018-05-30,6,53120,5,13,81,68,No,No,41
6438,HR,HR Generalist,38,Male,2015-09-08,9,111893,2,18,76,88,No,No,35
6439,Operations,Operations Manager,52,Male,2019-03-02,5,91537,3,25,68,98,Yes,No,26
6440,Finance,Financial Analyst,56,Female,2024-07-02,0,57713,3,42,80,68,No,No,21
6441,HR,HR Generalist,44,Female,2023-09-14,1,84914,1,16,98,84,Yes,No,49
6442,Operations,Operations Manager,29,Female,2015-09-04,9,51722,4,46,84,73,No,No,15
6443,Marketing,Marketing Analyst,34,Male,2023-01-05,1,66689,5,45,74,55,Yes,No,23
6444,Marketing,Digital Marketer,35,Female,2024-08-17,0,96496,1,21,90,65,Yes,Yes,47
6445,Finance,Financial Analyst,57,Female,2015-08-15,9,79104,3,37,83,75,No,No,54
6446,IT,Software Engineer,32,Male,2021-11-02,2,109140,3,33,80,67,Yes,No,46
6447,Sales,Sales Executive,36,Female,2017-10-13,7,109622,3,21,92,65,No,Yes,21
6448,IT,Data Scientist,24,Female,2015-04-17,9,111886,1,50,88,52,Yes,No,24
6449,IT,Data Scientist,55,Female,2015-01-29,9,106792,4,19,89,71,Yes,Yes,38
6450,Marketing,Marketing Analyst,45,Male,2019-02-09,5,106724,5,41,82,76,No,No,26
6451,Operations,Operations Manager,30,Female,2017-10-24,7,95064,5,23,62,90,No,No,44
6452,Sales,Sales Representative,30,Female,2015-12-28,8,71847,2,29,76,91,No,No,50
6453,IT,Data Scientist,44,Female,2015-05-12,9,47020,1,26,96,64,Yes,No,44
6454,Sales,Sales Executive,52,Female,2019-06-17,5,92032,2,38,100,100,Yes,No,37
6455,Sales,Sales Executive,59,Female,2020-06-22,4,109868,2,44,69,95,No,No,44
6456,IT,Data Scientist,22,Male,2015-03-14,9,119284,3,20,83,100,No,No,23
6457,HR,Recruitment Manager,48,Female,2019-11-29,4,115341,5,41,64,72,Yes,No,42
6458,Finance,Financial Analyst,57,Female,2021-06-25,3,49847,4,34,77,69,Yes,No,57
6459,HR,Recruitment Manager,57,Female,2016-07-25,8,110063,2,8,61,65,Yes,No,54
6460,Finance,Financial Analyst,57,Male,2021-04-09,3,45840,4,7,79,85,Yes,Yes,27
6461,Operations,Operations Manager,29,Female,2021-09-28,3,68552,5,48,77,80,Yes,No,18
6462,Sales,Sales Representative,30,Male,2020-06-12,4,63092,2,23,75,87,Yes,No,24
6463,Sales,Sales Executive,47,Female,2018-04-26,6,45569,3,9,91,78,Yes,No,34
6464,IT,Data Scientist,44,Male,2019-01-19,5,78644,2,17,80,66,No,No,22
6465,Marketing,Digital Marketer,26,Female,2017-08-12,7,113334,1,6,78,95,Yes,Yes,17
6466,HR,HR Generalist,37,Female,2022-05-13,2,52816,1,34,100,67,Yes,No,37
6467,Finance,Financial Analyst,22,Male,2021-05-13,3,66890,3,32,68,65,No,No,19
6468,Operations,Operations Manager,58,Female,2020-02-29,4,100814,1,21,83,84,Yes,No,33
6469,Marketing,Digital Marketer,28,Male,2022-07-05,2,67730,2,25,95,85,Yes,Yes,31
6470,Operations,Operations Manager,35,Female,2023-12-02,0,63497,5,16,80,51,Yes,No,22
6471,HR,Recruitment Manager,57,Male,2017-05-03,7,54173,4,30,72,75,No,Yes,60
6472,Operations,Operations Manager,34,Female,2024-07-03,0,102261,4,44,99,98,Yes,Yes,30
6473,Sales,Sales Executive,53,Female,2016-06-24,8,77562,1,25,73,84,Yes,No,55
6474,Sales,Sales Representative,52,Male,2019-08-17,5,83095,4,7,78,56,Yes,No,33
6475,Marketing,Marketing Analyst,41,Female,2022-07-09,2,89112,4,27,69,69,Yes,No,35
6476,Finance,Financial Analyst,60,Male,2016-10-16,8,48287,4,12,85,96,No,Yes,27
6477,Sales,Sales Executive,43,Female,2017-02-21,7,83055,2,10,91,66,Yes,No,55
6478,Finance,Financial Analyst,50,Female,2019-12-27,4,65369,5,14,67,92,Yes,No,38
6479,Operations,Operations Manager,53,Female,2023-12-01,0,75641,2,39,85,98,No,No,16
6480,Finance,Financial Analyst,43,Male,2019-01-16,5,58645,5,20,89,70,No,No,36
6481,Marketing,Digital Marketer,52,Female,2023-05-01,1,93362,3,46,80,73,No,No,41
6482,HR,Recruitment Manager,31,Female,2020-08-14,4,111713,5,27,66,67,Yes,No,18
6483,Marketing,Marketing Analyst,37,Male,2021-10-19,3,68639,1,27,98,54,Yes,No,33
6484,HR,Recruitment Manager,50,Female,2024-07-23,0,104780,3,12,98,100,No,No,54
6485,Marketing,Marketing Analyst,58,Male,2020-07-10,4,61771,1,5,99,81,No,No,49
6486,Operations,Operations Manager,32,Male,2015-12-21,8,85454,1,34,86,58,Yes,No,47
6487,Finance,Financial Analyst,27,Male,2020-12-31,3,101079,4,37,81,61,Yes,No,41
6488,Finance,Financial Analyst,42,Male,2023-03-15,1,85873,1,22,81,72,Yes,No,46
6489,Operations,Operations Manager,32,Female,2015-01-25,9,55315,1,23,74,64,No,No,20
6490,IT,Data Scientist,32,Male,2016-09-20,8,82330,3,20,67,95,No,No,40
6491,Marketing,Marketing Analyst,59,Male,2017-04-28,7,61241,5,38,87,98,Yes,Yes,58
6492,IT,Data Scientist,50,Female,2017-02-20,7,42902,5,37,95,84,No,Yes,45
6493,IT,Software Engineer,47,Female,2019-03-05,5,43280,2,15,88,69,Yes,Yes,22
6494,Finance,Financial Analyst,29,Male,2019-07-11,5,41207,3,24,99,99,No,No,39
6495,IT,Software Engineer,55,Male,2016-12-24,7,89948,5,25,61,91,Yes,No,30
6496,Operations,Operations Manager,59,Female,2018-11-22,5,113837,4,28,69,98,No,No,60
6497,Sales,Sales Executive,51,Female,2017-07-28,7,63786,5,28,96,66,No,No,46
6498,Sales,Sales Representative,59,Male,2020-10-04,4,102430,2,46,77,53,No,No,58
6499,Marketing,Digital Marketer,44,Male,2020-08-15,4,117364,1,40,75,71,No,No,37
6500,Marketing,Marketing Analyst,38,Female,2023-05-07,1,105686,3,49,73,100,No,Yes,33
6501,Sales,Sales Executive,42,Male,2018-08-04,6,65244,3,45,80,94,Yes,No,59
6502,IT,Software Engineer,25,Female,2018-10-25,6,109514,3,30,89,91,No,Yes,17
6503,Marketing,Marketing Analyst,30,Female,2015-08-05,9,46539,2,46,83,50,Yes,No,45
6504,Finance,Financial Analyst,51,Male,2023-07-28,1,44732,4,18,95,66,No,No,20
6505,HR,HR Generalist,55,Male,2018-02-19,6,67747,1,17,99,57,No,No,54
6506,IT,Data Scientist,51,Male,2024-01-30,0,58128,3,31,79,82,No,Yes,32
6507,IT,Data Scientist,32,Male,2023-02-18,1,47077,3,37,62,100,Yes,No,38
6508,Finance,Financial Analyst,49,Male,2021-03-01,3,68796,5,20,95,50,Yes,Yes,30
6509,Operations,Operations Manager,43,Male,2017-10-12,7,63277,4,6,100,61,No,Yes,58
6510,Sales,Sales Executive,47,Male,2021-07-14,3,74617,2,37,99,85,Yes,No,39
6511,Marketing,Marketing Analyst,55,Female,2022-10-17,2,69186,1,39,97,93,No,No,60
6512,Marketing,Digital Marketer,41,Female,2023-04-02,1,55702,2,25,81,74,No,No,17
6513,Marketing,Marketing Analyst,47,Female,2018-04-11,6,65837,1,42,64,99,No,No,17
6514,Marketing,Digital Marketer,59,Female,2022-06-07,2,75095,1,27,77,72,No,No,33
6515,Operations,Operations Manager,49,Male,2024-02-11,0,103823,3,32,79,71,Yes,No,27
6516,HR,Recruitment Manager,40,Male,2021-05-10,3,102173,5,33,75,59,Yes,No,48
6517,Operations,Operations Manager,43,Female,2019-12-16,4,53463,3,7,65,76,Yes,Yes,36
6518,Operations,Operations Manager,57,Female,2018-09-07,6,82528,4,41,94,61,Yes,No,39
6519,Operations,Operations Manager,35,Female,2016-11-16,7,46102,3,20,76,83,No,No,52
6520,Sales,Sales Representative,26,Male,2023-08-07,1,117596,3,30,87,64,No,No,23
6521,Sales,Sales Executive,23,Female,2022-09-10,2,59854,4,19,88,80,No,No,25
6522,Sales,Sales Representative,57,Female,2021-11-15,2,95607,2,25,98,77,No,No,29
6523,HR,HR Generalist,52,Female,2019-06-15,5,115847,2,29,67,100,Yes,No,53
6524,HR,HR Generalist,36,Female,2020-03-13,4,87736,2,23,60,74,No,No,48
6525,Finance,Financial Analyst,44,Female,2016-04-13,8,113865,5,19,96,78,Yes,No,43
6526,Marketing,Digital Marketer,58,Male,2016-06-24,8,85191,1,5,79,97,Yes,No,57
6527,IT,Software Engineer,38,Female,2017-05-19,7,108899,3,45,95,52,No,No,17
6528,Operations,Operations Manager,34,Male,2018-09-03,6,78251,3,11,60,55,Yes,No,20
6529,Finance,Financial Analyst,43,Male,2023-03-29,1,72660,3,33,85,66,No,No,24
6530,Sales,Sales Executive,49,Male,2023-11-23,0,68704,4,11,90,81,Yes,No,16
6531,Operations,Operations Manager,41,Male,2017-11-17,6,61397,4,18,91,60,No,No,41
6532,Marketing,Digital Marketer,43,Male,2015-10-27,9,43757,5,27,99,54,Yes,No,30
6533,Operations,Operations Manager,29,Male,2022-08-22,2,84528,3,22,60,51,No,No,46
6534,Finance,Financial Analyst,35,Male,2017-12-23,6,92690,1,50,73,51,No,No,39
6535,HR,Recruitment Manager,37,Female,2023-10-10,1,66218,5,33,71,97,Yes,Yes,25
6536,Operations,Operations Manager,36,Male,2022-12-31,1,49322,5,25,91,82,Yes,No,16
6537,Sales,Sales Representative,58,Male,2017-01-08,7,83918,5,9,61,69,Yes,No,57
6538,Finance,Financial Analyst,52,Male,2015-04-06,9,64420,3,38,87,84,Yes,Yes,26
6539,IT,Data Scientist,26,Female,2018-11-14,5,76438,4,30,75,81,Yes,No,44
6540,Marketing,Digital Marketer,38,Female,2017-12-30,6,42241,5,37,75,83,Yes,No,28
6541,Operations,Operations Manager,34,Male,2018-03-04,6,44066,2,21,89,80,Yes,No,56
6542,HR,Recruitment Manager,59,Female,2015-05-11,9,80074,2,33,93,74,No,No,49
6543,IT,Data Scientist,34,Female,2020-08-11,4,73583,4,9,96,88,No,No,57
6544,Operations,Operations Manager,27,Male,2020-10-06,4,91145,4,32,80,74,No,Yes,16
6545,IT,Software Engineer,37,Female,2023-01-02,1,82082,1,30,98,72,Yes,Yes,50
6546,HR,Recruitment Manager,32,Female,2020-02-02,4,75061,4,39,61,59,Yes,No,16
6547,Marketing,Marketing Analyst,24,Male,2020-06-02,4,56919,4,9,91,60,No,No,52
6548,Operations,Operations Manager,58,Male,2024-06-06,0,78218,5,33,71,55,Yes,No,54
6549,Sales,Sales Representative,33,Female,2020-07-14,4,49516,2,14,92,52,Yes,No,40
6550,Marketing,Digital Marketer,24,Male,2020-04-25,4,58292,4,23,83,87,No,No,32
6551,HR,HR Generalist,32,Male,2016-04-09,8,90535,2,14,96,91,Yes,No,48
6552,HR,Recruitment Manager,41,Female,2019-12-19,4,55337,2,35,61,77,Yes,Yes,17
6553,Sales,Sales Executive,52,Male,2021-09-16,3,52245,5,34,94,74,Yes,No,29
6554,Finance,Financial Analyst,25,Female,2016-01-28,8,85587,4,39,94,82,No,No,35
6555,IT,Software Engineer,50,Female,2023-02-26,1,53037,4,9,89,50,Yes,No,54
6556,IT,Software Engineer,43,Female,2020-03-26,4,69182,1,41,79,59,Yes,No,40
6557,Sales,Sales Executive,41,Male,2020-10-13,4,116122,4,30,87,52,No,Yes,35
6558,Finance,Financial Analyst,23,Female,2022-02-26,2,59412,2,47,76,76,Yes,No,58
6559,Sales,Sales Representative,26,Female,2016-06-03,8,41113,2,26,85,85,Yes,No,24
6560,IT,Software Engineer,57,Male,2016-11-12,7,70426,2,38,93,91,No,No,39
6561,Sales,Sales Representative,36,Female,2015-02-02,9,59949,5,41,77,66,No,No,49
6562,IT,Software Engineer,31,Female,2017-06-05,7,89743,1,40,99,78,No,No,15
6563,Finance,Financial Analyst,24,Female,2023-11-19,0,43550,4,47,66,94,Yes,No,23
6564,Sales,Sales Representative,29,Female,2024-06-08,0,47884,5,21,72,57,No,No,26
6565,Sales,Sales Representative,50,Female,2021-01-23,3,106985,2,23,84,54,No,No,56
6566,Finance,Financial Analyst,22,Male,2018-12-08,5,47241,5,25,96,54,Yes,No,22
6567,Marketing,Digital Marketer,44,Male,2015-03-27,9,95976,5,24,61,98,Yes,No,51
6568,Finance,Financial Analyst,44,Female,2016-03-01,8,85615,2,14,72,99,No,No,50
6569,IT,Software Engineer,36,Male,2024-05-04,0,42645,3,13,90,52,No,No,32
6570,IT,Software Engineer,25,Male,2016-07-29,8,50917,1,41,96,70,No,No,40
6571,IT,Data Scientist,36,Female,2020-01-17,4,55596,1,19,70,59,Yes,No,31
